DyadID,ParticipantID,TrialNum,ClickTime_s,Clicked
26231121,2,14,41.867019,1
26231121,2,15,22.952397,1
26231121,2,16,22.418400,1
26231121,2,17,44.281265,1
26231121,2,18,32.691436,1
27231201,1,1,16.489776,1
27231201,1,2,49.618904,1
27231201,1,3,32.261138,1
27231201,1,4,34.174563,1
27231201,1,5,NaN,0
27231201,1,6,22.140570,1
27231201,1,7,15.978644,1
27231201,1,8,21.960590,1
27231201,1,9,23.341251,1
27231201,1,10,17.922132,1
27231201,1,11,50.165740,1
27231201,1,12,24.298214,1
27231201,1,13,18.853636,1
27231201,1,14,NaN,0
27231201,1,15,49.832354,1
27231201,1,16,51.835969,1
27231201,1,17,46.255236,1
27231201,1,18,48.471570,1
27231201,2,1,38.697309,1
27231201,2,2,16.454685,1
27231201,2,3,39.002839,1
27231201,2,4,19.657294,1
27231201,2,5,23.998741,1
27231201,2,6,11.912327,1
27231201,2,7,12.790802,1
27231201,2,8,18.444790,1
27231201,2,9,20.298684,1
27231201,2,10,18.601466,1
27231201,2,11,16.308167,1
27231201,2,12,15.826354,1
27231201,2,13,20.113229,1
27231201,2,14,32.743556,1
27231201,2,15,26.330109,1
27231201,2,16,18.738902,1
27231201,2,17,14.503499,1
27231201,2,18,16.487976,1
28231204,1,1,35.408423,1
28231204,1,2,40.500562,1
28231204,1,3,NaN,0
28231204,1,4,51.472446,1
28231204,1,5,27.399512,1
28231204,1,6,57.390627,1
28231204,1,7,21.026910,1
28231204,1,8,38.336656,1
28231204,1,9,27.868031,1
28231204,1,10,NaN,0
28231204,1,11,51.978613,1
28231204,1,12,36.429492,1
28231204,1,13,NaN,0
28231204,1,14,56.270781,1
28231204,1,15,20.718207,1
28231204,1,16,30.817380,1
28231204,1,17,23.638968,1
28231204,1,18,16.468981,1
28231204,2,1,48.940842,1
28231204,2,2,NaN,0
28231204,2,3,27.617774,1
28231204,2,4,NaN,0
28231204,2,5,40.698940,1
28231204,2,6,NaN,0
28231204,2,7,NaN,0
28231204,2,8,40.432649,1
28231204,2,9,46.036148,1
28231204,2,10,NaN,0
28231204,2,11,NaN,0
28231204,2,12,40.593005,1
28231204,2,13,NaN,0
28231204,2,14,54.565321,1
28231204,2,15,58.258436,1
28231204,2,16,26.228072,1
28231204,2,17,30.247485,1
28231204,2,18,40.553379,1
29231208,1,1,44.826366,1
29231208,1,2,43.209370,1
29231208,1,3,54.948174,1
29231208,1,4,32.169440,1
29231208,1,5,53.372068,1
29231208,1,6,NaN,0
29231208,1,7,29.295445,1
29231208,1,8,59.189917,1
29231208,1,9,32.217393,1
29231208,1,10,53.132795,1
29231208,1,11,43.518257,1
29231208,1,12,23.226586,1
29231208,1,13,15.616982,1
29231208,1,14,31.496564,1
29231208,1,15,30.422951,1
29231208,1,16,40.835512,1
29231208,1,17,49.972723,1
29231208,1,18,29.645470,1
29231208,2,1,26.594524,1
29231208,2,2,34.490278,1
29231208,2,3,50.706200,1
29231208,2,4,29.051149,1
29231208,2,5,40.361766,1
29231208,2,6,NaN,0
29231208,2,7,17.760070,1
29231208,2,8,38.941121,1
29231208,2,9,13.032072,1
29231208,2,10,10.731475,1
29231208,2,11,17.900782,1
29231208,2,12,22.293536,1
29231208,2,13,33.853061,1
29231208,2,14,20.317446,1
29231208,2,15,14.840523,1
29231208,2,16,34.740452,1
29231208,2,17,18.361512,1
29231208,2,18,25.283628,1
30231211,1,1,12.311683,1
30231211,1,2,33.184822,1
30231211,1,3,27.343986,1
30231211,1,4,49.155485,1
30231211,1,5,NaN,0
30231211,1,6,19.695692,1
30231211,1,7,22.925574,1
30231211,1,8,13.851834,1
30231211,1,9,NaN,0
30231211,1,10,23.601100,1
30231211,1,11,44.899593,1
30231211,1,12,28.491801,1
30231211,1,13,13.718348,1
30231211,1,14,33.868194,1
30231211,1,15,45.817377,1
30231211,1,16,36.793854,1
30231211,1,17,34.329591,1
30231211,1,18,50.897984,1
30231211,2,1,7.931462,1
30231211,2,2,5.151797,1
30231211,2,3,2.842434,1
30231211,2,4,5.585383,1
30231211,2,5,0.000000,1
30231211,2,6,4.225964,1
30231211,2,7,13.603627,1
30231211,2,8,1.361965,1
30231211,2,9,1.827056,1
30231211,2,10,2.143208,1
30231211,2,11,2.042707,1
30231211,2,12,1.287697,1
30231211,2,13,4.936531,1
30231211,2,14,7.327225,1
30231211,2,15,21.315255,1
30231211,2,16,20.012759,1
30231211,2,17,11.964819,1
30231211,2,18,13.992203,1
31231213,1,1,45.690395,1
31231213,1,2,24.540025,1
31231213,1,3,51.166392,1
31231213,1,4,30.836955,1
31231213,1,5,49.102590,1
31231213,1,6,NaN,0
31231213,1,7,41.789471,1
31231213,1,8,37.544239,1
31231213,1,9,57.547656,1
31231213,1,10,31.272902,1
31231213,1,11,37.522009,1
31231213,1,12,NaN,0
31231213,1,13,30.483200,1
31231213,1,14,NaN,0
31231213,1,15,35.106325,1
31231213,1,16,20.075099,1
31231213,1,17,58.224555,1
31231213,1,18,30.129496,1
31231213,2,1,NaN,0
31231213,2,2,33.551477,1
31231213,2,3,51.353465,1
31231213,2,4,NaN,0
31231213,2,5,44.450644,1
31231213,2,6,36.286286,1
31231213,2,7,38.827870,1
31231213,2,8,44.803160,1
31231213,2,9,24.409265,1
31231213,2,10,40.055216,1
31231213,2,11,42.432078,1
31231213,2,12,NaN,0
31231213,2,13,28.205983,1
31231213,2,14,55.018944,1
31231213,2,15,35.099954,1
31231213,2,16,NaN,0
31231213,2,17,31.773821,1
31231213,2,18,35.733102,1
32230804,1,1,15.710591,1
32230804,1,2,2.798137,1
32230804,1,3,37.355280,1
32230804,1,4,6.394657,1
32230804,1,5,16.461877,1
32230804,1,6,20.376520,1
32230804,1,7,8.493943,1
32230804,1,8,4.819329,1
32230804,1,9,4.464923,1
32230804,1,10,7.714740,1
32230804,1,11,26.797704,1
32230804,1,12,19.188728,1
32230804,1,13,7.509649,1
32230804,1,14,6.984615,1
32230804,1,15,33.166758,1
32230804,1,16,34.657374,1
32230804,1,17,10.962128,1
32230804,1,18,30.543201,1
32230804,2,1,NaN,0
32230804,2,2,33.134550,1
32230804,2,3,NaN,0
32230804,2,4,35.027787,1
32230804,2,5,40.377171,1
32230804,2,6,NaN,0
32230804,2,7,27.451306,1
32230804,2,8,47.262348,1
32230804,2,9,54.025797,1
32230804,2,10,31.312095,1
32230804,2,11,52.165012,1
32230804,2,12,39.714000,1
32230804,2,13,NaN,0
32230804,2,14,38.756871,1
32230804,2,15,59.133784,1
32230804,2,16,39.615476,1
32230804,2,17,NaN,0
32230804,2,18,29.736323,1
