DyadID,ParticipantID,TrialNum,ClickTime_s,Clicked
4230816,1,13,50.275843,1
4230816,1,14,41.975899,1
4230816,1,15,NaN,0
4230816,1,16,41.450598,1
4230816,1,17,35.318947,1
4230816,1,18,33.879780,1
4230816,2,1,16.713238,1
4230816,2,2,22.073632,1
4230816,2,3,42.911388,1
4230816,2,4,42.092221,1
4230816,2,5,17.237488,1
4230816,2,6,31.368431,1
4230816,2,7,6.355071,1
4230816,2,8,26.410170,1
4230816,2,9,6.034538,1
4230816,2,10,24.704870,1
4230816,2,11,26.433542,1
4230816,2,12,38.714996,1
4230816,2,13,6.586704,1
4230816,2,14,41.641934,1
4230816,2,15,34.224977,1
4230816,2,16,45.989964,1
4230816,2,17,27.680853,1
4230816,2,18,31.895842,1
5230818,1,1,13.303935,1
5230818,1,2,6.588518,1
5230818,1,3,34.755595,1
5230818,1,4,16.025262,1
5230818,1,5,NaN,0
5230818,1,6,11.414037,1
5230818,1,7,17.064755,1
5230818,1,8,54.132185,1
5230818,1,9,37.650474,1
5230818,1,10,55.595217,1
5230818,1,11,35.896434,1
5230818,1,12,NaN,0
5230818,1,13,10.520687,1
5230818,1,14,52.823426,1
5230818,1,15,47.768437,1
5230818,1,16,24.625008,1
5230818,1,17,43.083008,1
5230818,1,18,52.931994,1
5230818,2,1,39.277481,1
5230818,2,2,27.754255,1
5230818,2,3,16.514255,1
5230818,2,4,14.634363,1
5230818,2,5,27.008850,1
5230818,2,6,4.689134,1
5230818,2,7,40.005104,1
5230818,2,8,21.414183,1
5230818,2,9,20.197806,1
5230818,2,10,27.379325,1
5230818,2,11,53.020118,1
5230818,2,12,25.386652,1
5230818,2,13,24.846096,1
5230818,2,14,24.968497,1
5230818,2,15,15.917139,1
5230818,2,16,17.749182,1
5230818,2,17,44.022544,1
5230818,2,18,29.600201,1
