channel,tau_star,A_free,B_free,R2_free,RMSE_free,trough_amp_free,t_trough_free,A_lock,B_lock,R2_lock,RMSE_lock,dR2
P8,3.4,-69.806182217725,14.7335811954026,0.828334940237321,0.922713236720212,-9.44723944210241,24.2219763703036,-68.4795248488139,14.5581152983227,0.823060583548379,0.931852863610378,0.00527435668894161
PO7,0,-85.4280538267092,16.8613862810709,0.723438459385254,1.24243969713423,-11.5614298609903,22.0727664702865,-68.1971071784612,14.716153599261,0.71275568380719,1.27060787497742,0.0106827755780633
PO3,4.1,-49.101939760214,15.8104425845218,0.612911013628286,1.13286418008654,-6.64522492491565,24.6644607614836,-48.16550469659,15.7128917747737,0.603293976824772,1.14629455711361,0.00961703680351367
POz,5,-57.7797095454449,16.7061367981605,0.755952568664257,0.963513802352891,-7.819633356662,25.2333692644293,-58.2943014525298,16.8430478047098,0.716717557992407,1.0756032895145,0.03923501067185
PO4,3.9,-76.7155149912865,17.4913868804873,0.820538091941945,1.04162267707924,-10.3823159499884,24.5380366497179,-75.7017186349815,17.3779586261975,0.815041487421723,1.05838397575477,0.00549660452022205
PO8,3.9,-100.524297146574,18.9702947087813,0.88856779095697,1.03352642856317,-13.604484226493,24.5380366497179,-99.3986084414177,18.844347417784,0.884427212364505,1.05455021085922,0.00414057859246508
O1,3.4,-94.2436527270848,16.7523926697561,0.803463420882178,1.35339837883179,-12.754491435073,24.2219763703036,-92.017089023184,16.4643965988795,0.795638544446452,1.36867485676006,0.00782487643572594
Oz,3.8,-97.4128811468398,17.7654820143062,0.799017861214233,1.41845731095327,-13.1833998609021,24.4748245938351,-96.0558688515839,17.6063924515591,0.793876886232913,1.43648430584019,0.00514097498132071
O2,3.3,-57.9775660549045,14.4570720522499,0.734891966424346,1.01112160107264,-7.84641032340993,24.1587643144208,-55.6950599189924,14.1715999151994,0.716863575289565,1.02727448837907,0.0180283911347812
Iz,0,-135.661481732496,22.4375031850925,0.70565014995291,2.06097847796364,-18.359785054566,22.0727664702865,-88.2028960592023,16.9714385060739,0.455849200378669,2.82827799543178,0.249800949574242
