tau_locked,tPeak,n_trials_34,trial_beta0,trial_beta1,trial_crossover_s,trial_beta1_p,n_valid_crossovers,within_part_mean_s,within_part_median_s,within_part_sem_s,within_part_ci_lo_s,within_part_ci_hi_s,wilcoxon_beta1_p,n_early_late,early_pas4_prop,late_pas4_prop,early_late_t,early_late_p,early_late_dz
3.9,24.5380366497179,745,0.727661589351233,-0.0255842479820512,28.4417814376147,3.30967786393615e-06,25,27.9477692785915,29.0395368008082,2.38233354434645,23.2783955316725,32.6171430255106,0.010084290886714,53,0.432973158916555,0.337600554581687,3.20641597604487,0.00230014573592574,0.440435106723609
