DyadID,ParticipantID,TrialNum,ClickTime_s,PAS
30,1,7,22.925574,2
30,1,8,13.851834,2
30,1,10,23.6011,2
30,1,11,44.899593,2
30,1,12,28.491801,3
30,1,13,13.718348,3
30,1,14,33.868194,3
30,1,15,45.817377,3
30,1,16,36.793854,3
30,1,17,34.329591,2
30,1,18,50.897984,3
30,2,1,7.931462,4
30,2,2,5.151797,4
30,2,3,2.842434,4
30,2,4,5.585383,4
30,2,5,0.0,4
30,2,6,4.225964,4
30,2,7,13.603627,4
30,2,8,1.361965,4
30,2,9,1.827056,4
30,2,10,2.143208,4
30,2,11,2.042707,4
30,2,12,1.287697,4
30,2,13,4.936531,4
30,2,14,7.327225,3
30,2,15,21.315255,4
30,2,16,20.012759,4
30,2,17,11.964819,3
30,2,18,13.992203,3
32,1,1,15.710591,2
32,1,2,2.798137,3
32,1,3,37.35528,2
32,1,4,6.394657,3
32,1,5,16.461877,3
32,1,6,20.37652,2
32,1,7,8.493943,4
32,1,8,4.819329,4
32,1,9,4.464923,3
32,1,10,7.71474,3
32,1,11,26.797704,4
32,1,12,19.188728,4
32,1,13,7.509649,2
32,1,14,6.984615,3
32,1,15,33.166758,3
32,1,16,34.657374,3
32,1,17,10.962128,2
32,1,18,30.543201,3
32,2,2,33.13455,2
32,2,4,35.027787,2
32,2,5,40.377171,3
32,2,7,27.451306,3
32,2,8,47.262348,4
32,2,9,54.025797,4
32,2,10,31.312095,3
32,2,11,52.165012,3
32,2,12,39.714,4
32,2,14,38.756871,3
32,2,15,59.133784,2
32,2,16,39.615476,4
32,2,18,29.736323,3
